100,100,100,1,0,3,100,0,0,100,0,0,0,1,100,100,0,0,0,1,100,2,5,3,1,0,0,0,0,0,2,2,0,0,100,3,0,2,1,0,100,100,3,3,0,0,100,0,0,0,100,100,0,100,1,3,1,1,3,100,0,0,0,0,0,100,100,100,100,0,0,0,100,0,0,100,100,0,0,0,1,100,100,1,100,1,100,100,0,0,100,2,1,0,1,100,100,0,0,3
100,100,100,100,0,100,3,1,100,0,100,0,100,100,0,0,100,100,1,100,100,100,100,100,0,100,1,0,0,0,100,0,100,100,100,0,1,0,0,100,2,0,0,100,0,0,0,1,0,100,2,100,0,3,1,0,100,0,100,7,100,100,0,100,1,100,1,100,100,100,100,0,0,100,0,0,2,100,0,1,100,0,2,0,100,0,0,1,0,0,2,0,100,0,0,100,0,1,100,0
0,0,100,0,100,100,0,0,100,0,100,0,100,100,100,0,100,100,0,100,3,1,100,1,100,1,0,100,0,0,0,100,1,0,3,0,0,100,1,6,100,1,100,0,2,1,0,100,0,100,100,100,100,1,0,100,100,0,2,100,1,0,1,0,100,0,2,100,3,0,100,5,100,100,100,100,0,1,0,1,100,100,100,0,0,100,0,1,100,100,0,100,0,2,1,100,100,0,5,100
2,0,1,1,2,2,0,5,100,100,1,3,100,3,0,0,100,2,0,100,1,1,100,1,0,100,100,1,0,0,1,0,0,0,2,100,0,0,100,1,0,100,1,2,4,0,1,0,100,2,0,100,1,0,0,100,100,100,0,7,1,100,100,4,100,2,0,0,100,2,100,100,0,0,1,100,0,0,0,0,100,100,100,1,0,0,0,0,0,100,100,100,100,0,0,100,100,8,1,2
0,0,1,0,9,5,100,1,0,1,100,100,1,100,0,0,1,100,0,100,1,0,0,2,100,0,2,100,100,0,0,2,100,0,0,0,100,2,0,0,0,100,100,0,100,0,0,0,1,0,100,100,100,100,100,100,0,0,2,0,100,0,0,1,1,100,0,100,100,0,1,100,3,1,100,100,0,2,0,100,1,1,0,2,100,100,0,0,3,100,5,4,0,1,1,0,100,100,1,0
2,0,1,5,0,100,1,100,100,2,1,100,0,100,3,0,3,100,0,0,0,100,1,100,1,100,100,100,100,100,0,100,0,1,0,4,100,0,100,0,100,0,0,0,0,0,1,1,0,100,0,100,3,0,100,100,100,100,1,0,1,100,0,5,0,100,100,100,0,0,1,1,100,2,100,100,0,100,100,100,0,2,100,100,0,0,100,100,100,0,0,0,100,100,0,5,0,100,100,0
0,0,100,0,1,5,100,100,0,1,100,100,1,1,1,1,1,7,0,100,100,0,100,0,1,100,100,0,1,5,2,100,0,0,0,0,100,0,0,100,1,100,0,0,100,1,0,0,0,100,0,100,100,100,0,1,100,1,1,0,100,100,0,100,1,100,100,0,2,0,0,0,100,100,6,4,100,100,100,1,0,0,0,0,0,0,0,1,0,2,2,100,1,1,0,0,0,1,2,100
3,100,0,0,1,0,0,0,1,0,3,100,0,0,0,100,0,1,1,3,0,100,0,0,100,2,100,100,100,0,0,100,100,100,100,0,3,0,0,100,0,100,0,2,0,100,0,0,2,100,100,0,5,0,1,0,1,0,0,1,0,7,4,0,0,100,100,4,0,1,100,100,0,100,100,1,4,100,0,100,0,1,2,100,0,0,0,100,1,0,100,1,2,0,0,100,100,100,1,100
100,100,100,0,100,0,100,1,100,100,100,100,0,100,0,0,1,0,100,5,100,100,0,0,0,100,100,100,100,0,100,100,0,100,1,0,0,100,0,3,2,0,0,0,100,100,3,100,2,0,6,3,3,1,0,0,100,100,0,0,0,0,100,100,2,2,100,100,100,0,0,100,3,0,0,0,0,0,0,0,100,0,100,1,100,1,1,100,1,100,0,2,0,0,100,100,2,0,4,2
100,100,100,100,2,0,0,1,0,0,2,0,0,100,3,0,100,1,0,100,0,0,100,100,100,100,0,0,1,0,1,0,0,100,0,100,1,100,1,1,5,1,100,100,1,0,100,100,0,0,100,0,100,0,1,100,0,1,0,100,100,100,1,0,100,100,100,0,0,100,100,0,0,100,100,0,0,0,7,100,100,1,2,100,1,0,0,0,100,1,0,1,100,100,1,0,100,1,5,100
2,0,1,100,0,2,0,2,1,1,100,3,0,3,0,100,0,0,0,100,0,100,0,100,3,1,0,100,100,100,0,100,2,1,0,0,0,100,0,100,100,0,1,1,1,0,0,0,100,100,100,100,100,2,0,100,0,100,0,2,0,0,100,100,0,0,5,0,0,100,100,0,100,1,100,100,100,0,100,0,0,0,0,100,100,0,1,0,100,100,3,100,0,1,1,1,0,4,0,0
100,0,0,0,1,0,2,100,100,100,0,0,1,1,100,100,100,0,1,0,100,0,100,0,0,100,0,0,100,0,100,1,100,100,100,1,0,0,2,1,0,0,1,100,2,100,100,1,0,100,100,0,0,3,2,100,3,1,1,100,100,0,100,100,1,0,7,100,1,0,100,4,100,100,100,0,0,100,0,0,100,100,0,0,100,1,0,1,2,0,100,1,100,0,100,0,0,0,2,0
100,100,100,0,100,3,0,0,100,0,100,0,0,2,1,100,1,0,0,1,0,3,0,0,0,1,0,100,100,2,100,100,0,0,100,100,0,100,0,0,100,0,1,1,1,100,0,0,1,7,0,100,0,0,0,0,0,100,100,0,0,100,0,100,100,0,100,0,1,100,0,0,1,100,1,100,100,3,100,1,0,100,0,3,100,0,100,5,1,7,4,0,100,2,0,100,2,0,0,0
0,100,0,100,100,0,100,0,100,100,0,0,0,1,0,4,0,0,100,0,0,100,1,0,1,0,100,100,0,0,100,0,0,0,0,100,100,4,100,0,0,100,2,100,0,0,100,0,1,0,7,2,3,3,1,4,100,100,0,100,100,0,100,2,0,100,1,100,1,100,0,1,0,100,100,0,100,100,100,100,0,0,0,0,1,100,100,0,6,0,1,100,0,0,0,1,0,100,100,100
0,100,100,100,3,100,1,0,100,3,0,1,0,1,0,0,100,0,100,4,100,100,0,100,2,0,0,0,0,100,2,100,100,100,1,1,0,100,100,100,100,100,100,0,1,4,0,1,100,1,2,0,0,2,0,0,0,100,4,2,0,0,100,0,0,100,100,100,100,1,3,100,2,0,100,0,100,0,100,0,100,0,1,100,1,1,0,100,0,5,0,1,3,100,0,0,1,1,100,100
100,100,100,100,100,7,100,0,0,3,0,100,100,0,1,0,100,3,100,3,100,100,0,100,100,0,5,0,100,100,0,100,0,1,0,100,0,100,0,3,1,100,3,100,0,0,100,100,1,1,0,0,100,0,5,100,0,0,100,1,0,100,100,100,1,2,100,100,100,0,100,100,100,100,100,1,0,100,0,100,100,0,1,100,100,0,100,2,0,2,0,0,100,100,0,100,0,0,0,0
2,100,3,100,1,1,2,100,0,100,0,100,1,0,1,100,2,100,3,1,0,0,0,5,100,0,0,100,2,100,2,100,0,100,0,0,100,0,100,0,0,3,100,4,0,100,1,100,1,100,0,0,100,0,1,4,100,100,100,1,0,0,1,1,0,100,4,100,100,3,0,2,1,0,100,100,0,100,0,0,0,3,3,100,0,100,100,100,1,100,1,100,100,0,0,100,1,2,100,0
100,100,100,0,1,1,3,100,2,3,100,100,0,0,0,0,100,100,0,0,100,0,0,0,100,0,100,1,0,0,1,100,100,6,100,0,100,100,0,100,100,100,0,3,100,1,100,100,0,100,100,2,0,0,0,100,6,0,0,3,100,100,0,0,0,100,1,0,0,0,0,0,1,5,0,0,1,1,100,0,2,0,100,0,2,0,0,1,3,9,100,100,1,100,0,100,100,0,100,0
100,0,0,100,1,100,0,100,0,0,0,2,0,100,0,0,0,0,100,100,100,100,0,100,0,100,100,0,100,100,1,100,1,100,100,0,2,0,100,100,0,0,100,0,0,2,0,100,0,0,0,100,2,100,1,0,100,0,1,100,1,100,0,100,0,1,1,4,0,0,1,0,100,3,100,100,100,2,100,0,100,100,0,100,0,100,100,1,0,0,100,0,100,0,100,3,0,3,1,100
0,100,100,100,1,1,100,0,0,0,1,0,100,0,0,1,1,8,0,4,100,0,0,100,0,100,1,2,100,100,0,100,1,100,1,100,0,100,2,0,100,100,1,0,1,2,4,100,0,0,0,5,100,0,100,3,0,1,2,100,0,1,0,100,1,0,0,100,0,3,1,0,0,0,0,0,3,100,0,0,0,100,0,0,0,0,100,100,3,100,100,100,0,2,100,100,100,0,100,0
0,100,4,0,0,6,100,1,100,100,5,100,0,0,2,0,5,0,100,0,100,1,1,0,0,0,100,0,0,100,2,2,1,100,1,100,2,100,100,1,5,100,0,8,1,100,100,100,3,100,0,0,2,0,0,0,0,1,3,100,0,0,100,100,0,4,0,100,3,100,0,1,1,0,1,100,1,100,0,0,100,0,100,100,0,100,1,1,0,0,100,3,100,0,1,0,100,100,100,100
100,100,100,0,100,0,0,100,1,100,0,100,0,0,0,100,0,0,100,100,1,0,100,11,3,0,0,2,100,0,100,0,100,0,100,100,100,100,0,100,100,0,0,100,100,100,100,100,100,0,100,100,100,0,0,3,0,100,100,100,2,100,0,0,0,3,0,1,1,100,100,100,100,1,0,100,100,100,0,1,100,100,100,2,100,2,0,100,0,100,100,0,100,1,1,0,100,2,0,100
0,0,6,0,0,0,0,1,0,100,100,2,0,2,0,100,0,7,2,3,100,100,100,100,0,0,100,100,1,3,0,1,100,0,0,100,0,100,6,100,100,1,100,0,100,3,2,100,0,0,100,100,100,100,5,0,2,100,0,100,1,0,1,100,0,0,0,0,100,100,0,100,1,100,100,100,0,0,1,0,100,100,100,1,0,0,3,1,3,1,0,3,100,100,0,0,100,4,100,3
0,100,0,0,100,0,0,0,100,2,1,100,100,0,100,100,100,100,100,0,100,1,2,2,100,0,0,0,100,100,0,100,6,0,0,0,0,100,0,1,0,0,100,100,100,0,100,0,100,100,1,100,100,100,100,100,0,2,0,2,0,0,100,100,1,3,1,1,2,0,0,100,100,2,1,100,100,100,100,100,100,100,100,0,3,0,3,100,0,100,100,6,100,100,0,100,0,5,1,2
0,0,0,100,0,1,100,100,100,1,100,0,0,100,0,0,0,0,100,100,0,100,0,2,100,100,0,100,0,0,0,100,0,0,100,2,100,0,0,100,1,0,100,2,100,100,0,100,100,100,0,0,100,100,0,0,0,100,100,1,0,0,2,0,5,1,100,100,0,0,100,100,0,0,100,100,100,3,0,100,2,100,0,100,100,4,100,1,0,0,0,100,0,1,0,100,1,4,1,2
0,100,5,100,0,100,0,2,3,0,0,100,1,0,0,4,0,1,100,0,100,0,1,0,100,2,0,0,0,0,100,100,0,100,100,100,100,0,0,0,1,0,1,100,100,1,1,100,2,0,100,100,100,1,100,2,100,0,1,1,3,0,1,0,2,1,0,100,100,100,100,0,5,0,2,0,1,100,100,0,1,0,100,100,2,100,1,0,100,0,0,0,100,1,0,100,100,0,0,0
0,100,100,0,0,0,4,0,100,1,0,1,2,0,2,100,0,100,2,0,100,100,100,3,0,100,0,0,0,1,1,1,0,2,100,100,100,0,100,100,100,100,100,1,0,4,100,100,0,0,100,1,1,100,0,0,0,100,0,100,100,0,0,0,3,100,100,100,100,0,100,0,100,0,100,100,0,100,0,2,100,2,100,100,100,0,100,100,100,1,0,100,100,0,1,0,1,100,0,2
0,1,100,100,100,0,3,0,1,100,100,1,0,1,0,100,0,2,0,100,100,0,2,0,2,1,0,3,1,100,100,100,0,100,0,100,1,1,100,100,100,100,100,100,100,6,0,100,100,100,0,0,4,0,1,0,3,100,100,100,0,0,0,100,3,2,100,0,100,100,0,0,100,1,100,4,100,0,100,100,100,1,2,0,1,100,0,0,0,2,100,100,1,100,0,100,100,100,0,2
100,0,1,1,1,0,0,0,0,0,0,0,100,2,100,100,0,100,2,100,0,4,1,100,2,0,0,100,2,0,0,0,1,3,100,1,1,0,100,100,100,6,2,0,100,1,0,100,1,0,0,100,100,0,100,100,100,1,1,5,100,100,100,0,3,100,100,100,100,2,0,0,100,100,100,2,100,100,0,0,2,0,100,100,2,2,0,100,100,1,0,0,1,0,100,100,0,0,100,0
0,0,3,100,100,0,0,100,100,0,100,1,1,1,2,100,0,100,0,1,100,3,1,100,0,0,0,2,0,100,0,1,0,3,100,0,100,100,0,0,0,0,1,2,5,3,1,100,0,4,0,1,1,100,1,0,0,100,3,100,100,100,0,100,0,100,1,0,100,0,0,1,0,1,1,100,0,100,100,100,100,100,1,0,100,100,100,1,100,100,0,0,0,3,100,100,0,4,3,0
100,1,100,100,100,100,0,0,100,0,1,1,2,1,2,2,3,100,2,0,100,100,0,100,0,100,0,100,100,100,3,0,0,0,1,100,100,0,1,0,100,100,100,1,0,3,100,0,100,0,100,0,100,0,2,100,0,100,100,100,100,0,0,0,0,2,1,2,100,100,100,100,1,100,0,100,0,2,100,1,0,0,0,0,0,0,100,100,100,0,100,0,0,0,100,100,100,0,0,0
0,100,1,3,0,2,0,100,4,0,0,100,100,2,0,1,100,1,2,100,0,0,9,0,0,100,100,100,1,1,0,100,1,1,0,100,1,100,100,100,0,1,2,100,0,3,100,3,1,1,100,100,100,100,0,100,100,1,0,1,100,0,0,100,100,100,0,0,1,100,1,4,3,100,100,1,100,100,2,2,100,0,0,5,0,3,1,100,3,0,2,0,100,100,2,1,0,100,1,4
2,100,100,0,100,100,0,100,0,0,0,100,100,100,10,100,100,100,0,0,100,1,0,0,100,0,1,1,0,0,100,100,100,0,100,1,1,100,100,100,100,0,100,0,2,100,100,2,0,100,1,0,0,4,1,0,0,100,1,1,0,0,1,3,100,1,0,0,2,0,0,0,100,0,0,100,0,0,0,2,0,100,0,0,100,3,100,0,1,0,100,2,0,0,100,1,0,2,0,100
1,1,100,100,0,1,3,100,100,1,2,0,100,0,1,2,100,1,100,100,100,2,1,0,0,0,100,0,2,0,0,100,0,1,0,5,0,100,1,0,0,11,0,3,100,100,100,1,2,2,0,0,100,100,0,100,0,0,100,1,1,0,100,0,100,0,100,1,0,0,100,0,100,1,100,2,2,0,0,100,0,100,0,100,100,0,4,0,1,100,0,0,100,0,100,100,1,1,3,100
0,0,100,2,100,0,0,0,4,100,100,0,0,100,0,0,0,0,100,0,0,0,0,100,100,0,100,100,1,0,1,100,0,0,100,1,100,0,100,100,0,1,0,0,0,1,3,1,100,100,2,0,100,100,0,100,100,2,1,100,2,1,3,100,0,1,100,1,4,100,100,1,2,0,6,100,0,0,1,100,100,100,0,100,0,0,100,100,100,100,0,1,100,0,100,100,0,100,1,0
1,0,0,0,0,0,100,2,0,0,3,2,100,100,100,100,1,1,100,1,100,0,100,0,100,0,0,100,0,0,100,0,4,0,0,1,0,100,2,100,3,100,2,0,100,0,1,0,1,100,1,100,0,0,0,0,0,100,100,0,0,100,2,0,0,0,0,0,100,100,100,0,100,0,100,1,1,100,100,0,100,100,100,0,0,4,100,1,100,2,100,0,1,1,100,6,0,0,0,0
100,1,1,100,4,100,1,0,1,0,100,100,100,100,0,0,100,0,100,100,100,2,1,2,100,1,0,1,100,0,100,0,0,4,0,3,1,100,0,0,2,0,100,0,1,0,100,0,0,2,0,100,0,1,0,100,100,100,0,100,100,100,5,0,100,100,1,2,3,100,100,100,100,100,100,100,100,2,0,100,1,1,100,2,100,5,0,0,100,1,0,100,100,0,100,100,0,100,1,0
100,100,0,100,0,0,100,2,0,1,1,0,2,3,0,100,0,0,0,1,0,100,0,100,4,1,100,1,0,0,1,1,2,0,100,1,2,0,1,100,0,0,3,0,100,100,0,1,0,0,0,0,0,1,100,100,1,100,100,8,0,100,0,1,100,100,1,0,0,2,100,0,100,0,2,100,100,1,1,0,100,100,100,100,0,0,100,0,100,0,100,100,2,2,100,0,100,100,1,0
3,0,1,100,2,0,1,1,16,0,100,0,0,0,0,2,0,0,0,100,2,100,0,1,0,0,0,0,1,0,100,0,0,0,100,100,100,1,1,1,0,1,100,100,1,4,100,100,0,2,0,0,0,100,0,1,1,100,0,0,0,0,100,1,100,100,1,100,3,2,2,100,0,3,0,0,0,100,6,0,100,1,100,100,0,0,100,1,4,100,2,3,1,1,3,100,100,0,100,100
100,0,100,100,100,0,0,0,100,1,0,2,0,6,0,100,100,100,1,0,100,0,100,0,0,0,3,1,100,100,0,100,100,0,100,100,1,1,1,0,100,0,0,100,100,0,100,0,2,4,0,5,100,4,100,3,0,100,1,100,100,0,0,0,2,100,3,2,0,0,0,0,100,1,1,100,0,0,0,0,100,0,100,100,100,100,0,100,0,100,0,2,100,0,0,0,100,1,100,100
100,100,100,0,1,100,100,2,100,4,0,100,2,8,0,100,100,100,100,100,1,100,0,0,0,2,0,0,100,100,100,3,0,100,1,0,0,100,0,100,1,100,100,0,0,1,100,100,0,100,0,0,100,0,4,1,100,0,0,0,2,100,1,100,100,5,0,100,0,0,0,0,3,0,3,0,1,3,100,0,100,0,1,1,1,2,2,4,6,3,2,0,0,0,0,0,1,0,1,0
4,100,1,0,100,0,100,0,100,0,0,1,1,100,100,1,100,0,0,100,0,100,1,1,1,100,100,100,100,3,0,100,0,0,100,0,100,100,0,0,3,0,0,100,100,0,100,6,0,100,0,0,100,0,2,0,100,4,0,100,100,0,0,0,3,100,100,1,0,0,1,4,100,0,0,0,1,0,0,0,100,2,1,2,100,2,0,100,0,2,100,0,100,0,100,9,1,1,2,100
100,0,0,100,100,1,2,100,0,100,0,1,1,1,0,100,2,3,0,0,2,1,0,100,100,5,2,1,100,0,100,100,1,0,100,0,0,0,6,0,100,100,0,100,1,1,100,0,0,100,1,0,0,0,100,1,0,0,100,3,100,0,0,0,0,100,1,0,100,100,1,100,1,2,100,0,2,7,0,0,100,3,100,0,100,100,0,100,100,100,0,100,100,0,0,100,100,100,1,0
4,100,2,2,1,0,0,6,0,100,1,0,0,0,100,2,100,5,100,100,100,2,100,100,1,0,3,100,2,0,1,0,2,0,3,100,1,1,0,1,100,100,0,1,0,0,1,0,100,100,0,0,100,100,2,0,0,0,0,0,100,0,100,3,0,0,2,100,0,0,100,1,1,100,1,100,3,0,0,0,0,0,1,100,100,0,2,1,100,2,100,100,2,1,100,0,100,100,1,2
100,0,2,100,1,0,100,0,0,100,1,0,100,100,4,1,100,100,0,100,0,0,100,100,1,100,1,100,100,1,1,0,1,0,0,100,100,100,100,100,0,100,100,100,2,2,0,100,100,100,0,1,100,0,0,1,2,0,2,100,100,0,100,100,0,0,0,100,3,100,1,100,0,100,100,0,0,100,100,100,4,2,1,100,100,0,0,100,100,0,100,0,100,0,100,2,100,0,0,100
4,100,0,100,0,100,5,2,100,1,0,100,0,1,0,2,1,0,0,100,100,100,1,0,100,1,3,100,100,4,1,100,3,0,100,0,0,2,1,2,0,5,100,0,3,100,100,100,0,0,2,100,0,1,1,5,0,100,2,100,0,1,1,0,1,0,100,0,0,0,1,0,0,100,0,1,100,0,100,100,0,0,100,100,0,0,0,100,0,1,0,1,100,0,100,0,100,100,0,0
100,100,0,100,0,100,1,1,100,1,100,0,100,100,100,0,0,100,5,1,100,100,1,100,3,100,1,100,0,0,0,100,100,0,0,100,100,0,0,0,0,100,100,100,0,100,5,0,100,0,0,100,6,0,100,2,1,0,0,1,1,0,100,0,0,2,1,0,100,100,1,0,1,100,100,100,100,100,1,100,5,100,1,0,100,0,0,5,0,100,100,0,3,100,100,0,100,0,2,0
0,0,0,100,0,100,100,0,0,3,2,3,100,100,1,1,5,100,100,6,0,100,100,100,1,100,100,100,1,2,0,0,2,2,2,100,0,100,0,1,0,0,0,1,100,1,100,100,1,0,100,100,3,100,1,100,6,100,1,100,100,1,4,2,100,0,100,100,1,2,100,100,0,100,0,0,1,1,1,1,100,100,1,0,0,100,100,100,0,100,100,100,0,0,100,0,100,2,0,100
0,3,100,0,100,100,2,0,1,100,0,0,100,100,2,0,0,100,1,3,0,100,100,100,100,100,9,1,100,1,0,0,0,100,100,0,0,1,100,0,0,100,100,0,3,5,0,0,0,100,100,100,100,0,100,0,1,0,0,100,0,100,8,0,0,1,0,2,5,0,100,100,0,100,0,100,0,1,2,100,0,1,1,100,0,100,100,1,100,1,2,100,100,0,0,0,100,2,1,9
100,0,0,0,100,0,100,0,100,2,0,2,1,1,0,100,2,0,0,0,1,0,100,100,100,0,1,100,0,1,1,100,100,100,2,0,0,2,4,0,0,3,1,1,100,1,100,100,100,100,3,100,0,0,1,2,0,100,0,1,100,0,100,100,0,0,0,0,1,100,1,0,100,100,1,100,100,1,0,0,0,1,0,100,0,3,100,100,100,1,0,0,0,1,100,2,0,100,0,4
100,0,0,0,3,0,100,1,100,0,0,2,1,0,1,100,0,1,100,0,1,1,0,0,0,1,0,1,1,100,100,0,100,0,1,100,1,2,0,1,0,1,4,0,100,0,0,0,100,100,0,1,0,100,3,4,100,1,1,100,1,1,0,100,2,1,0,2,0,0,0,100,0,0,1,0,1,1,7,1,100,100,100,0,100,0,100,100,0,100,100,2,0,100,1,0,2,100,0,100
2,100,100,100,100,1,100,0,0,0,0,100,1,1,2,100,100,5,100,100,0,100,100,0,2,100,0,0,100,1,2,100,1,100,100,100,0,100,100,4,6,100,1,100,3,3,100,0,100,100,100,100,0,0,1,100,1,3,5,1,0,1,0,0,0,100,100,0,100,0,0,0,100,0,1,1,100,0,100,100,1,1,0,0,100,100,1,0,0,0,0,0,1,1,0,1,100,0,0,100
